company_name,career_url,website,industry,category,country,state,headquarters,company_size,founded_year,ats_platform,ats_token,ats_confidence,ats_detection_method,internship_available,graduate_program,freshers_hiring,remote_friendly,ai_hiring_score,hiring_frequency,preferred_roles,preferred_technologies,tech_stack,career_status,last_verified_date,india_priority,ai_data_relevance,fresher_potential,url_confidence,recommended_for_ai_data,source,http_status,redirect_url,verified_career_url,discovered_ats_url,ats_tenant,ats_board,active_status
Cron Systems,https://www.cronsystems.com/,https://www.cronsystems.com/,Defence sensor fusion,deeptech,IN,Haryana,Gurugram,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
CropIn,https://www.cropin.com/careers,https://www.cropin.com/,AgriTech AI,ai_genai,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
CrowdStrike,https://www.crowdstrike.com/careers/,https://www.crowdstrike.com/,Cybersecurity,product,IN,Maharashtra,Pune,enterprise,Unknown,workday,crowdstrike,0.95,page_body,Unknown,Unknown,Unknown,Yes,8,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Cuddle.ai,https://cuddle.ai/careers/,https://www.cuddle.ai/,Augmented analytics,analytics_ai,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,unreachable,2026-07-22,,,,,,,,,,,,,True
Cuemath,https://www.cuemath.com/,https://www.cuemath.com/,EdTech,edtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Full Stack Engineer; Data Analyst; SDET,Node.js; React; Python; AWS,Node.js; React; Python; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Cummins India,https://www.cummins.com/careers,https://www.cummins.com/,Engines & Power Systems,manufacturing,IN,Maharashtra,Pune,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,8,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,indian_seed+mnc_excel_2026,403,https://www.cummins.com/en-in/careers,,,,,True
Curefit,https://www.cure.fit/careers,https://www.cure.fit/,HealthTech,healthtech,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,lever,curefit,0.85,seed,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Curefit (cult.fit),https://www.cult.fit/careers,https://www.cult.fit/,Fitness & Wellness,healthtech,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Curefoods,https://www.curefoods.in/careers,https://www.curefoods.in/,Cloud kitchens,startup,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
CureSkin,https://www.cureskin.com/,https://www.cureskin.com/,Dermatology AI,healthtech,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,homepage_only,2026-07-22,,,,,,,,,,,,,True
Cushman & Wakefield,https://www.cushmanwakefield.com/en/careers,https://www.cushmanwakefield.com/,"Real Estate, Infrastructure & Services",other,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
CVS Health India,https://jobs.cvshealth.com,https://www.cvshealth.com/,Healthcare Tech,gcc,IN,Telangana,Hyderabad,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,,,,,,,,,,,,,True
Cybage Software,https://www.cybage.com/careers,https://www.cybage.com/,Product Engineering Services,it_services,IN,Maharashtra,Pune,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Cyient,https://www.cyient.com/careers,https://www.cyient.com/,Engineering R&D Services,it_services,IN,Telangana,"Hyderabad, Telangana",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Cyient DLM,https://www.cyientdlm.com/careers/,https://www.cyientdlm.com/,Electronics Manufacturing,aerospace,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,timeout,2026-07-22,,,,,,,,,,,,,True
CynLr (Cynergy Labs),https://www.cynlr.com/careers,https://www.cynlr.com/,Robotics/vision,robotics,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,9,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Dabur India,https://www.dabur.com/,https://www.dabur.com/,FMCG (Ayurveda),retail,IN,Uttar Pradesh,Ghaziabad,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Daiichi Sankyo,https://www.daiichisankyo.com/careers,https://www.daiichisankyo.com/,"Healthcare, Pharma & MedTech",pharma,JP,Unknown,Japan,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 1,High,Possible,High,Monitor,mnc_excel_2026,200,http://www.daiichisankyo.com/alias/pc/careers/,https://www.daiichisankyo.com/alias/pc/careers/,,,,True
Dailyhunt,https://www.dailyhunt.in/jobs,https://www.dailyhunt.in/,News Aggregator,consumer,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,redirect,2026-07-22,,,,,,,,,,,,,True
Danaher,https://jobs.danaher.com/,https://jobs.danaher.com/,"Healthcare, Pharma & MedTech",pharma,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 1,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
Danfoss India,https://www.danfoss.com/en/about-danfoss/careers/,https://www.danfoss.com/,Industrial & Climate Solutions,manufacturing,IN,Tamil Nadu,Chennai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,working,2026-07-22,,,,,,,,,,,,,True
Darwinbox,https://darwinbox.com/careers,https://www.darwinbox.com/,HR Tech SaaS,saas,IN,Telangana,"Hyderabad, Telangana",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Darwix AI,https://www.darwix.ai/,https://www.darwix.ai/,Sales conversation AI,saas,IN,Haryana,Gurugram,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,homepage_only,2026-07-22,,,,,,,,,,,,,True
Dashtoon,https://dashtoon.com/careers,https://www.dashtoon.com/,Generative AI / comics,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
Dassault Systemes,https://www.3ds.com/careers,https://www.3ds.com/,Design/PLM Software,product,IN,Maharashtra,Pune,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-07-22,,,,,,,,,,,,,True
Data Patterns India,https://datapatterns.co.in/careers/,https://www.datapatterns.co.in/,Defense Electronics,aerospace,IN,Tamil Nadu,Chennai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,blocked,2026-07-22,,,,,,,,,,,,,True
Databricks,https://www.databricks.com/company/careers,https://www.databricks.com/,Data/AI,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,10,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-08-09,Tier 1,High,Strong,High,Monitor,indian_seed+mnc_excel_2026,200,,https://www.databricks.com/company/careers,,,,True
Datadog,https://careers.datadoghq.com,https://www.datadoghq.com/,Observability,gcc,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,,,,,,,,,,,,,True
Datafoundry,https://www.datafoundry.ai/,https://www.datafoundry.ai/,AI Platform,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,homepage_only,2026-07-22,,,,,,,,,,,,,True
Datamatics,https://www.datamatics.com/company/careers,https://www.datamatics.com/,IT / data services,analytics_ai,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,redirect,2026-07-22,,,,,,,,,,,,,True
DataNeuron,https://www.dataneuron.ai/,https://www.dataneuron.ai/,ML Platform,ai_genai,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,homepage_only,2026-07-22,,,,,,,,,,,,,True
DB Schenker,https://www.dbschenker.com/careers,https://www.dbschenker.com/,"Logistics, Travel & Aviation",other,DE,Unknown,Germany,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,200,https://www.dbschenker.com/global/careers,,,,,True
DBS Bank India (DAH),https://www.dbs.com/careers/default.page,https://www.dbs.com/,Banking,gcc,IN,Telangana,Hyderabad,large,Unknown,workday,dbs,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,,,,,,,,,,,,,True
DCB Bank,https://www.dcbbank.com/careers,https://www.dcbbank.com/,Private Bank,bfsi,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,timeout,2026-07-22,,,,,,,,,,,,,True
DealShare,https://www.dealshare.in/,https://www.dealshare.in/,Social Commerce,ecommerce,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,homepage_only,2026-07-22,,,,,,,,,,,,,True
Decathlon,https://www.decathlon.com/careers,https://www.decathlon.com/,"FMCG, Retail & Consumer",retail,FR,Unknown,France,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,200,https://www.decathlon.com/blogs/careers,https://www.decathlon.com/blogs/careers,,,,True
Decentro,https://decentro.tech/careers,https://www.decentro.tech/,Fintech APIs,saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
DeepTek,https://www.deeptek.ai/careers,https://www.deeptek.ai/,Medical imaging AI,ai_genai,IN,Maharashtra,Pune,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
DeHaat,https://dehaat.com/careers,https://www.dehaat.com/,AgriTech platform,agritech,IN,Bihar,Patna,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Delhivery,https://www.delhivery.com/careers,https://www.delhivery.com/,Logistics,ecommerce,IN,Haryana,"Gurugram, Haryana",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,working,2026-07-22,,,,,,,,,,,,,True
Dell Technologies India,https://jobs.dell.com,https://www.dell.com/,Hardware/Software,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,7,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,blocked,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Deloitte,https://www.deloitte.com/,https://www.deloitte.com/,Professional Services,gcc,IN,Telangana,Hyderabad,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,Tier 2,Medium,Possible,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
Deloitte India,https://www2.deloitte.com/in/en/careers.html,https://www.www2.deloitte.com/,Consulting,consulting,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; Data Analyst; QA Engineer,Java; Python; SQL; Cloud,Java; Python; SQL; Cloud,redirect,2026-07-22,,,,,,,,,,,,,True
Delta Air Lines,https://www.deltaairlines.com/careers,https://www.deltaairlines.com/,"Logistics, Travel & Aviation",other,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Denso,https://www.denso.com/careers,https://www.denso.com/,Automotive & Mobility,automotive,JP,Unknown,Japan,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
Detect Technologies,https://www.detecttechnologies.com/careers/,https://www.detecttechnologies.com/,Industrial AI / vision,ai_genai,IN,Tamil Nadu,Chennai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
Deutsche Bank India,https://careers.db.com,https://www.db.com/,Financial Services,gcc,IN,Maharashtra,Pune,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,Tier 1,High,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Deutsche Telekom,https://www.telekom.com/en/careers,https://www.telekom.com/,"Telecom, Media & Entertainment",telecom,DE,Unknown,Germany,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
DevRev,https://devrev.ai/careers,https://www.devrev.ai/,SaaS,saas,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Dhan,https://www.dhan.co/,https://www.dhan.co/,Stock trading,startup,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
DHL,https://careers.dhl.com/,https://careers.dhl.com/,"Logistics, Travel & Aviation",other,DE,Unknown,Germany,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,YES,mnc_excel_2026,,,,,,,True
